Fri Apr 27 15:01:33 2018    profile/dataProfile

         670095 function calls (667366 primitive calls) in 132.391 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.021    0.011 __init__.py:45(<module>)
  156/154    0.000    0.000    0.020    0.000 <frozen importlib._bootstrap>:570(module_from_spec)
      158    0.000    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:1165(find_spec)
      158    0.001    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:1133(_get_spec)
        8    0.000    0.000    0.018    0.002 npyio.py:210(__getitem__)
        8    0.002    0.000    0.017    0.002 format.py:595(read_array)
     1000    0.017    0.000    0.017    0.000 squishingFunc.py:14(Sigmoid)
      600    0.017    0.000    0.017    0.000 squishingFunc.py:35(DerSigmoid)
      330    0.004    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:1247(find_spec)
      131    0.000    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:506(_compile_bytecode)
      504    0.001    0.000    0.016    0.000 externalFunc.py:82(progressbar)
      131    0.016    0.000    0.016    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.015    0.015 _internal.py:6(<module>)
    19/18    0.000    0.000    0.015    0.001 <frozen importlib._bootstrap_external>:935(create_module)
      504    0.005    0.000    0.015    0.000 externalFunc.py:89(_show)
    19/18    0.013    0.001    0.015    0.001 {built-in method _imp.create_dynamic}
  346/344    0.007    0.000    0.013    0.000 {built-in method builtins.__build_class__}
      269    0.001    0.000    0.012    0.000 re.py:278(_compile)
        1    0.000    0.000    0.012    0.012 decorators.py:15(<module>)
      133    0.011    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:848(get_data)
      168    0.000    0.000    0.012    0.000 re.py:222(compile)
   203713    0.011    0.000    0.011    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.011    0.011 utils.py:4(<module>)
       18    0.000    0.000    0.011    0.001 sre_compile.py:531(compile)
        9    0.011    0.001    0.011    0.001 {built-in method io.open}
        1    0.000    0.000    0.010    0.010 <frozen importlib._bootstrap_external>:863(_cache_bytecode)
        1    0.000    0.000    0.010    0.010 <frozen importlib._bootstrap_external>:868(set_data)
        1    0.005    0.005    0.010    0.010 <frozen importlib._bootstrap_external>:106(_write_atomic)
      508    0.009    0.000    0.009    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.008    0.002 npyio.py:266(load)
        8    0.000    0.000    0.008    0.001 format.py:463(_read_array_header)
        1    0.000    0.000    0.008    0.008 __init__.py:10(<module>)
      732    0.008    0.000    0.008    0.000 {built-in method numpy.core.multiarray.array}
        1    0.000    0.000    0.007    0.007 case.py:1(<module>)
       63    0.000    0.000    0.007    0.000 zipfile.py:821(read)
       55    0.000    0.000    0.007    0.000 format.py:797(_read_bytes)
        1    0.000    0.000    0.007    0.007 py3k.py:4(<module>)
       44    0.000    0.000    0.007    0.000 zipfile.py:901(_read1)
        8    0.000    0.000    0.007    0.001 format.py:425(_filter_header)
        1    0.000    0.000    0.006    0.006 pathlib.py:1(<module>)
      164    0.001    0.000    0.006    0.000 tokenize.py:494(_tokenize)
     1734    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
       18    0.000    0.000    0.006    0.000 sre_parse.py:819(parse)
        1    0.000    0.000    0.005    0.005 mnistHandwriting.py:6(<module>)
    59/18    0.000    0.000    0.005    0.000 sre_parse.py:429(_parse_sub)
   106/19    0.002    0.000    0.005    0.000 sre_parse.py:491(_parse)
       44    0.000    0.000    0.005    0.000 zipfile.py:854(_update_crc)
       60    0.005    0.000    0.005    0.000 {built-in method zlib.crc32}
        1    0.000    0.000    0.005    0.005 numeric.py:1(<module>)
       18    0.000    0.000    0.005    0.000 sre_compile.py:516(_code)
        1    0.000    0.000    0.005    0.005 tempfile.py:24(<module>)
      148    0.000    0.000    0.005    0.000 tokenize.py:172(_compile)
        1    0.000    0.000    0.005    0.005 main.py:1(<module>)
        8    0.000    0.000    0.005    0.001 __init__.py:359(namedtuple)
   217/18    0.001    0.000    0.005    0.000 sre_compile.py:64(_compile)
        1    0.000    0.000    0.004    0.004 random.py:37(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:41(<module>)
      691    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
        1    0.000    0.000    0.004    0.004 result.py:1(<module>)
        1    0.000    0.000    0.004    0.004 shutil.py:5(<module>)
        1    0.004    0.004    0.004    0.004 {built-in method posix.open}
        1    0.000    0.000    0.004    0.004 __init__.py:24(<module>)
      156    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:510(_init_module_attrs)
        8    0.004    0.000    0.004    0.000 {method 'close' of '_io.BufferedReader' objects}
      692    0.004    0.000    0.004    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.004    0.004 __init__.py:15(<module>)
        4    0.000    0.000    0.003    0.001 npyio.py:167(__init__)
        1    0.000    0.000    0.003    0.003 hashlib.py:63(<module>)
        4    0.000    0.000    0.003    0.001 npyio.py:89(zipfile_factory)
        1    0.000    0.000    0.003    0.003 index_tricks.py:1(<module>)
        1    0.000    0.000    0.003    0.003 neuralNetwork.py:6(<module>)
        1    0.000    0.000    0.003    0.003 runner.py:1(<module>)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
       91    0.000    0.000    0.003    0.000 sre_compile.py:221(_compile_charset)
        1    0.000    0.000    0.003    0.003 signals.py:1(<module>)
     1734    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
      264    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:276(cache_from_source)
       91    0.002    0.000    0.002    0.000 sre_compile.py:248(_optimize_charset)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        1    0.000    0.000    0.002    0.002 Image.py:27(<module>)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        9    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.002    0.002 numerictypes.py:82(<module>)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
      283    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:406(cached)
      132    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:449(_validate_bytecode_header)
      275    0.001    0.000    0.002    0.000 function_base.py:4519(add_newdoc)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:753(source_to_code)
        1    0.000    0.000    0.002    0.002 string.py:65(__init__)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
       76    0.000    0.000    0.002    0.000 zipfile.py:660(read)
      166    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:163(__enter__)
        1    0.000    0.000    0.002    0.002 zipfile.py:5(<module>)
        1    0.000    0.000    0.002    0.002 argumentsManager.py:36(__init__)
      151    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:372(_get_cached)
     2428    0.001    0.000    0.002    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.002    0.002 argumentsManager.py:71(analyseArgs)
        4    0.000    0.000    0.002    0.000 npyio.py:207(__del__)
        4    0.000    0.000    0.002    0.000 npyio.py:194(close)
        1    0.000    0.000    0.002    0.002 argumentsManager.py:143(checkNeuralNetworkArg)
        1    0.002    0.002    0.002    0.002 {built-in method posix.replace}
     2553    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
      209    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
      150    0.001    0.000    0.002    0.000 externalFunc.py:60(DerCostFunction)
      228    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
       44    0.000    0.000    0.002    0.000 zipfile.py:937(_read2)
     1653    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:3(<module>)
        3    0.000    0.000    0.001    0.000 enum.py:532(_convert)
      133    0.001    0.000    0.001    0.000 {method 'read' of '_io.FileIO' objects}
      178    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:195(_lock_unlock_module)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1292(_fill_cache)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:88(<module>)
        3    0.000    0.000    0.001    0.000 enum.py:215(__call__)
        3    0.000    0.000    0.001    0.000 enum.py:314(_create_)
      383    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1096(_path_importer_cache)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
       16    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      344    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(_get_module_lock)
        5    0.000    0.000    0.001    0.000 enum.py:88(__new__)
      200    0.000    0.000    0.001    0.000 fromnumeric.py:910(argmax)
        1    0.000    0.000    0.001    0.001 defmatrix.py:1(<module>)
        1    0.000    0.000    0.001    0.001 zipfile.py:694(ZipExtFile)
      151    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1242(_get_spec)
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
      344    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:94(acquire)
     2123    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
      943    0.000    0.000    0.001    0.000 sre_parse.py:247(get)
     3752    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      132    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:858(path_stats)
        4    0.000    0.000    0.001    0.000 zipfile.py:981(__init__)
        4    0.000    0.000    0.001    0.000 zipfile.py:1085(_RealGetContents)
      344    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:119(release)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
      156    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:321(__exit__)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
       16    0.000    0.000    0.001    0.000 zipfile.py:1235(open)
      884    0.001    0.000    0.001    0.000 sre_parse.py:157(__getitem__)
      100    0.001    0.000    0.001    0.000 {built-in method builtins.sum}
     1684    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:396(_verbose_message)
  334/135    0.001    0.000    0.001    0.000 sre_parse.py:167(getwidth)
      200    0.000    0.000    0.001    0.000 fromnumeric.py:55(_wrapfunc)
      100    0.001    0.000    0.001    0.000 externalFunc.py:42(CostFunction)
     1198    0.001    0.000    0.001    0.000 sre_parse.py:226(__next)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
       11    0.000    0.000    0.001    0.000 abc.py:132(__new__)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
      166    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:170(__exit__)
       43    0.000    0.000    0.001    0.000 core.py:143(get_object_signature)
        1    0.000    0.000    0.001    0.001 ast.py:26(<module>)
       32    0.000    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6493(__init__)
      151    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:545(spec_from_file_location)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
     2903    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
       26    0.000    0.000    0.001    0.000 core.py:6498(getdoc)
       31    0.000    0.000    0.001    0.000 sre_parse.py:90(closegroup)
        8    0.000    0.000    0.001    0.000 utils.py:1070(safe_eval)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:737(create_module)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        4    0.000    0.000    0.001    0.000 warnings.py:38(filterwarnings)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1079(_path_hooks)
        4    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        8    0.000    0.000    0.001    0.000 ast.py:38(literal_eval)
        1    0.001    0.001    0.001    0.001 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
      233    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x7f7027d6d4e0}
3770/3654    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      200    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:69(search_function)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
     1274    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:180(<listcomp>)
     1200    0.000    0.000    0.000    0.000 externalFunc.py:34(Constant)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
      265    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
      249    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        8    0.000    0.000    0.000    0.000 tokenize.py:319(untokenize)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
      101    0.000    0.000    0.000    0.000 re.py:160(match)
        8    0.000    0.000    0.000    0.000 tokenize.py:245(untokenize)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1333(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
      508    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      106    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
       59    0.000    0.000    0.000    0.000 enum.py:51(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
       18    0.000    0.000    0.000    0.000 sre_compile.py:412(_compile_info)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__init__)
      160    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       51    0.000    0.000    0.000    0.000 _internal.py:703(_ufunc_doc_signature_formatter)
      263    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
        8    0.000    0.000    0.000    0.000 ast.py:30(parse)
      567    0.000    0.000    0.000    0.000 sre_parse.py:242(match)
       32    0.000    0.000    0.000    0.000 functools.py:43(update_wrapper)
       22    0.000    0.000    0.000    0.000 sre_compile.py:374(_mk_bitmap)
       27    0.000    0.000    0.000    0.000 core.py:940(__init__)
      478    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:856(__exit__)
      291    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       73    0.000    0.000    0.000    0.000 enum.py:301(__setattr__)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:1973(all)
       18    0.000    0.000    0.000    0.000 core.py:1021(__init__)
        6    0.000    0.000    0.000    0.000 abc.py:151(register)
      478    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:852(__enter__)
    79/66    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
       43    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
     11/6    0.000    0.000    0.000    0.000 abc.py:194(__subclasscheck__)
       16    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       19    0.000    0.000    0.000    0.000 nosetester.py:518(_numpy_tester)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1210(__init__)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
       86    0.000    0.000    0.000    0.000 sre_compile.py:386(_simple)
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:419(parent)
      606    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      133    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
      131    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        8    0.000    0.000    0.000    0.000 format.py:201(read_magic)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(__init__)
        9    0.000    0.000    0.000    0.000 datetime.py:338(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:366(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
     68/8    0.000    0.000    0.000    0.000 ast.py:49(_convert)
      270    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:716(find_spec)
       19    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
      326    0.000    0.000    0.000    0.000 sre_parse.py:165(append)
        6    0.000    0.000    0.000    0.000 hashlib.py:121(__get_openssl_constructor)
      158    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:789(find_spec)
        3    0.000    0.000    0.000    0.000 numeric.py:367(extend_all)
      274    0.000    0.000    0.000    0.000 sre_parse.py:276(tell)
       22    0.000    0.000    0.000    0.000 sre_compile.py:376(<listcomp>)
      132    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:412(_check_name_wrapper)
      217    0.000    0.000    0.000    0.000 sre_parse.py:105(__init__)
      270    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        8    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
        3    0.000    0.000    0.000    0.000 enum.py:547(<dictcomp>)
      156    0.000    0.000    0.000    0.000 <string>:12(__new__)
       11    0.000    0.000    0.000    0.000 abc.py:135(<setcomp>)
      342    0.000    0.000    0.000    0.000 sre_parse.py:153(__len__)
        4    0.000    0.000    0.000    0.000 zipfile.py:234(_EndRecData)
        1    0.000    0.000    0.000    0.000 cp437.py:3(<module>)
      689    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      264    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
        9    0.000    0.000    0.000    0.000 extras.py:238(__init__)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:314(__enter__)
        9    0.000    0.000    0.000    0.000 pathlib.py:368(_wrap_strfunc)
      248    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
      822    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       96    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        8    0.000    0.000    0.000    0.000 _methods.py:40(_all)
      624    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:324(<genexpr>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      178    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      383    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:225(_verbose_message)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:159(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
       80    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
      100    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       16    0.000    0.000    0.000    0.000 zipfile.py:953(close)
      132    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:818(__init__)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       43    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:310(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
       32    0.000    0.000    0.000    0.000 ast.py:61(<genexpr>)
        8    0.000    0.000    0.000    0.000 core.py:7973(__init__)
      148    0.000    0.000    0.000    0.000 tokenize.py:232(add_whitespace)
       37    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1174(__init__)
       19    0.000    0.000    0.000    0.000 posixpath.py:145(dirname)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
      158    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       16    0.000    0.000    0.000    0.000 zipfile.py:708(__init__)
       31    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.frombuffer}
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
       31    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
       18    0.000    0.000    0.000    0.000 sre_parse.py:217(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        8    0.000    0.000    0.000    0.000 numeric.py:534(asanyarray)
        8    0.000    0.000    0.000    0.000 core.py:7978(getdoc)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
       19    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
      369    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       42    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       40    0.000    0.000    0.000    0.000 sre_parse.py:362(_escape)
      333    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        7    0.000    0.000    0.000    0.000 contextlib.py:107(contextmanager)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       10    0.000    0.000    0.000    0.000 sre_parse.py:260(getuntil)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1760(Laguerre)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:518(_code_to_bytecode)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
        3    0.000    0.000    0.000    0.000 __init__.py:474(PYFUNCTYPE)
      478    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 enum.py:453(Enum)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:943(exec_module)
       98    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
      328    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.000    0.000 core.py:2731(MaskedArray)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       53    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 core.py:6046(mvoid)
       37    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
